"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1539","Update User Details (example #1)","","Mon Jun 16 13:27:10 UTC 2025","passed","Mon Jun 16 13:27:11 UTC 2025","","Test all user CRUD features of GoRest APIs","",""
