"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1617","Update User Details (example #1)","","Mon Jun 16 13:37:44 UTC 2025","passed","Mon Jun 16 13:37:45 UTC 2025","","Cucumber - Test all user CRUD features of GoRest APIs","",""
